职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
软件开发工程师,本科,5-10年,派捷电子,东莞,大朗镇,松山湖,"['C', 'C#', 'Python', '上位机开发经验', '嵌入式软件经验', '架构设计经验', 'Labview软件开发平台', 'python软件开发平台', '熟悉LAN，PCI驱动']","['五险一金', '定期体检', '加班补助', '全勤奖', '带薪年假', '零食下午茶', '年终奖', '节日福利', '股票期权', '员工旅游', '餐补']"
生产系统开发工程师,本科,经验不限,无穹创新,东莞,大朗镇,松山湖,['Python'],[]
AI应用工程师（大模型与智能体方向）,本科,3-5年,广东零壹工业,东莞,大朗镇,松山湖,"['Python', 'Django', 'Flask', 'PyTorch', 'MySQL', 'Redis', 'Oracle', 'MongoDB', 'HBase', 'Linux开发/部署经验']","['保底工资', '餐补', '补充医疗保险', '定期体检', '自建零壹园区', '全天免费水果', '通讯补贴', '团建聚餐', '免息贷款', '交通补助', '带薪年假', '五险一金', '年终奖', '底薪加提成', '员工旅游', '绩效奖金', '股票期权', '意外险', '内部公益基金', '节日福利']"
it后端工程师,本科,1-3年,恩典皮具,东莞,,,"['Java', 'Python', 'MyBatis']","['年终奖', '五险一金', '带薪年假', '通讯补贴', '交通补助', '包吃', '餐补', '定期体检', '全勤奖', '节日福利', '住房补贴', '补充医疗保险']"
研发工程师（南城）,本科,1-3年,东莞新科,东莞,南城街道,宏远,"['C#', 'C++', 'C', 'MySQL', 'Linux开发/部署经验', 'Python']","['交通补助', '宿舍有空调', '定期体检', '五险一金', '带薪年假', '有无线网', '年终奖']"
python软件开发工程师,本科,1-3年,西安华为数字能源技术,东莞,大朗镇,松山湖,"['C', '其他', 'Python']",[]
软件开发工程师（14薪）,本科,1-3年,咏鹭科技,东莞,大朗镇,松山湖,"['Java', 'C++', 'Golang', 'Python', 'SpringCloud', 'MySQL', 'Redis', '分布式经验', '云计算经验', '不接受居家办公']",[]
少儿编程/机器人兼职老师,大专,经验不限,优必先,东莞,大朗镇,松山湖,"['兼职', '全职兼职均可', '乐高', '少儿编程', '机器人教师', 'python', 'microbit', 'scratch']","['节日福利', '五险', '全勤奖', '住房补贴', '带薪年假']"
证券经纪人,大专,经验不限,东莞证券运河营业部,东莞,,,"['理财规划师', '证券', '证券从业资格证', '期货从业资格证', '基金从业资格证', 'python']","['餐补', '员工旅游', '免费工装', '通讯补贴', '保底工资', '补充医疗保险', '带薪年假', '加班补助', '团建聚餐', '定期体检', '五险一金', '绩效奖金', '零食下午茶', '底薪加提成', '住房补贴', '节日福利', '交通补助']"
软件工程师,本科,经验不限,东莞白泽羽机器人科技,东莞,大朗镇,松山湖,"['Java', '其他']","['全勤奖', '五险一金']"
Python开发工程师,本科,经验不限,华为技术武研所,东莞,望牛墩镇,万家福购物广场,"['Python', 'MongoDB', 'Redis', 'Flask']","['年终奖', '团建聚餐', '带薪年假', '员工旅游', '保底工资', '定期体检', '绩效奖金', '节日福利', '加班补助', '五险一金']"
脚本开发工程师,大专,3-5年,深圳市炎之科技,东莞,大岭山镇,大岭山广场,"['Java', 'Python', 'PyTorch', 'MySQL', 'Linux开发/部署经验', '爬虫经验', '运维开发经验', '可兼职']",[]
程式开发工程师（架构）,本科,3-5年,台达电子,东莞,石碣镇,石碣中心,"['Java', 'Python', '架构设计经验', '不接受居家办公']","['五险一金', '年终奖', '节日福利', '加班补助', '餐补']"
后端java工程师,本科,3-5年,海牛智能,东莞,茶山镇,滨海湾新区,"['Java', 'MySQL', 'Spring']",[]
RPA开发,本科,经验不限,东莞市彤鑫实业投资,东莞,虎门镇,赤岗中心广场,"['Java', '爬虫经验', '其他', '影刀RPA', 'Python']","['股票期权', '补充医疗保险', '零食下午茶', '节日福利', '年终奖', '带薪年假', '法定节假日', '员工旅游', '五险一金']"
软件工程师Linux,本科,1-3年,三航瀚德机器人,东莞,,,"['python', 'Linux', '视频编解码']",[]
软件开发工程师（Java Python）,本科,3-5年,苏州某小型互联网公司,东莞,,,"['Java', 'C++', 'Python', 'C', 'Golang', 'Spring', 'SpringCloud', 'Dubbo', 'MySQL', 'Oracle', '团队管理经验', '架构设计经验', '云计算经验', '不接受居家办公']","['五险一金', '定期体检', '股票期权', '带薪年假', '通讯补贴', '节日福利', '年终奖', '补充医疗保险', '员工旅游']"
软件开发工程师,本科,经验不限,某知名电子上市公司,东莞,,,"['Java', 'C/C++', 'MySQL', 'Java开发经验', '大数据处理经验']","['年终奖', '员工旅游', '全勤奖', '节日福利', '餐补', '住房补贴', '包吃', '加班补助', '五险一金', '带薪年假', '免费班车', '交通补助']"
python开发工程师,本科,经验不限,深圳华为云,东莞,,,"['Pandas', 'MySQL', '机器学习经验', 'Python']","['免费班车', '带薪年假', '夜班补助', '绩效奖金', '节假日加班费', '定期体检', '加班补助', '五险一金', '年终奖', '保底工资']"
后端开发高级工程师,本科,1-3年,码希科技,东莞,厚街镇,河田,"['Python', 'Go', 'Shell', 'Linux', '小程序', 'Django', 'Flask', 'MySQL']","['定期体检', '带薪年假', '股票期权', '零食下午茶', '五险一金', '年终奖']"
Android\flutter 开发工程师,本科,5-10年,夜鹰威视,东莞,凤岗镇,雁田,"['Android客户端产品研发', 'Flutter', 'Android开发经验', '计算机/软件工程相关专业', 'python', 'shell', 'Android原生开发', 'Dart', '移动端']","['加班补助', '节日福利', '意外险', '补充医疗保险', '保底工资', '带薪年假', '免费工装', '餐补', '住房补贴', '全勤奖', '绩效奖金', '零食下午茶', '有无线网', '通讯补贴', '宿舍有空调', '年终奖', '团建聚餐', '底薪加提成', '包住', '工龄奖']"
算法工程师,本科,1-3年,东莞元生科技,东莞,,,"['C/C++', 'MATLAB', 'TensorFlow/PyTorch', '数学/统计相关专业', '机器学习算法/工程化经验', '英文读写能力良好', '业务导向', '语音/图像识别', 'python', '深度学习', '肢体检测']","['加班补助', '生日福利', '股票期权', '福利宿舍', '五险一金', '节日福利', '零食下午茶', '带薪年假', '团建聚餐', '年终奖', '定期体检']"
高级程序员,本科,1-3年,聆动,东莞,虎门镇,南栅,"['分布式经验', 'Django', 'MySQL', 'PHP', '架构设计经验', 'Linux开发/部署经验', 'Python']","['节假日加班费', '年终奖', '绩效奖金', '全勤奖', '生日福利', '五险一金', '底薪加提成', '员工旅游', '团建聚餐', '节日福利', '股票期权', '带薪年假', '零食下午茶']"
通用软件工程师（Java/Python/C++/Web/Go）,本科,经验不限,华为,东莞,大朗镇,滨海湾新区,"['C++', '5G', '无线通信']","['企业年金', '零食下午茶', '团建聚餐', '员工旅游', '交通补助', '加班补助', '意外险', '股票期权', '节假日加班费', '绩效奖金', '年终奖', '节日福利', '定期体检', '法定节假日三薪', '带薪年假', '五险一金', '补充医疗保险', '夜班补助', '免费班车', '保底工资']"
python高级工程师,本科,3-5年,东莞市云豪智能科技,东莞,茶山镇,南社,"['Nginx', 'Java', 'C++', '分布式经验', 'PyTorch', 'Docker', 'MySQL', 'Redis', '架构设计经验', 'Linux开发/部署经验', 'Kubernetes', 'Python']",[]
后端开发工程师,本科,1-3年,喜百年,东莞,南城街道,城市风景街,"['Java', 'Python', 'Golang', 'Spring', 'Dubbo', 'Redis', 'PostgreSQL', 'MySQL', '不接受居家办公']","['零食下午茶', '调薪', '年终奖', '五险一金', '节日福利', '员工旅游', '带薪年假']"
java,本科,5-10年,深圳灵梦未来科技,东莞,桥头镇,桥光大道,"['不接受居家办公', 'Java', 'Python', '其他', 'Spring', 'SpringCloud', 'Dubbo', 'Docker', '其他', 'MySQL', 'SQL Server', 'PostgreSQL', '架构设计经验', '微服务经验', '大数据经验']","['带薪年假', '五险一金']"
odoo开发工程师,大专,1-3年,三易智能,东莞,寮步镇,石大路,"['PostgreSQL', 'odoo', 'Python']",[]
rpa开发工程师,大专,1-3年,东莞壳源,东莞,凤岗镇,永盛大街,"['Python', '其他', 'MySQL', '爬虫经验', '运维开发经验', '机器学习经验', 'rpa', '熟悉电商业务']","['交通补助', '年终奖', '餐补', '股票期权', '节日福利', '全勤奖', '五险一金', '加班补助', '包吃']"
QT开发工程师,本科,1-3年,视帝,东莞,南城街道,南城,"['Python', '多线程', 'Windows', 'QT', 'VC++', 'OpenCV']",[]
机器人ROS软件工程师,本科,1-3年,东莞共荣精密机械,东莞,常平镇,滨海湾新区,"['C++', '接受实习/在校生投递', '数据库开发经验', '嵌入式软件经验', 'Linux开发/部署经验', 'Python']","['带薪年假', '高温补贴', '底薪加提成', '法定节假日三薪', '宿舍有空调', '定期体检', '生日福利', '夜班补助', '绩效奖金', '全勤奖', '工龄奖', '节假日加班费', '员工旅游', '包住', '加班补助', '意外险', '五险一金', '有无线网', '团建聚餐', '住房补贴']"
整机测试工程师（电子）,本科,1-3年,某大型电子/硬件开发上市公司,东莞,,,"['手机/电脑硬件类', '通信设备类', 'labview', 'python', 'c++']","['定期体检', '住房补贴', '补充医疗保险', '带薪年假', '包吃', '加班补助', '通讯补贴', '五险一金', '年终奖', '餐补', '节日福利']"
软件开发工程师,本科,经验不限,中达电子有限公司,东莞,石碣镇,石碣中心,"['Python', 'Java', 'Flask', 'Django', 'MySQL']","['包住', '加班补助', '节假日加班费', '宿舍有空调', '法定节假日三薪', '年终奖', '免费工装', '节日福利', '餐补', '带薪年假', '夜班补助', '高温补贴']"
Homekit产品软件开发工程师,本科,3-5年,歌尔,东莞,,,"['C++', 'C', 'Homekit']","['员工旅游', '免费班车', '加班补助', '餐补', '股票期权', '带薪年假', '节日福利', '全勤奖', '五险一金', '年终奖', '定期体检', '住房补贴']"
软件工程师,本科,5-10年,丰恒慧达,东莞,横沥镇,华润购物商场,"['C++', 'Python', 'C#', '上位机开发经验', '生产测试方案', '售后备件方案设计', '试产测试']",[]
软件开发工程师,本科,5-10年,中特,东莞,寮步镇,滨海湾新区,"['C++', 'Java', 'Python', '物联网经验', 'MES开发经验', '不接受居家办公']","['节日福利', '生日福利', '团建聚餐', '零食下午茶', '全勤奖', '带薪年假']"
Java/Python/C/C++开发（大厂 接受无经验）,学历不限,经验不限,某大型计算机软件公司,东莞,,,"['Java', 'C', 'C++', 'Python', '不接受居家办公']","['节假日加班费', '加班补助', '零食下午茶', '法定节假日三薪', '节日福利', '五险一金', '企业年金', '带薪年假', '保底工资', '意外险', '股票期权', '补充医疗保险', '年终奖', '交通补助', '员工旅游', '团建聚餐', '夜班补助', '定期体检', '免费班车', '绩效奖金']"
python老师,大专,在校/应届,东莞市子睿教育科...,东莞,樟木头镇,天一城,"['爬虫经验', 'PyTorch', 'MySQL', 'Python']","['购买社保', '节日福利', '定期体检', '全勤奖', '交通补助', '带薪年假', '包吃', '员工旅游', '提升培训', '股票期权', '年终奖', '通讯补贴']"
Python,本科,经验不限,华为终端有限公司,东莞,大朗镇,水平广场,"['Python', 'Django', 'MySQL', 'Redis', 'Oracle']","['节日福利', '补充医疗保险', '住房补贴', '交通补助', '加班补助', '股票期权', '零食下午茶', '免费班车', '五险一金', '通讯补贴', '意外险', '年终奖', '定期体检', '生日福利', '节假日加班费', '带薪年假']"
python高级开发工程师,学历不限,经验不限,创盟网络科技,东莞,石龙镇,石龙火车站,"['爬虫经验', 'V8模块训练', '计算机视觉', 'Django', 'MySQL', 'milvus数据库', 'Python']","['员工旅游', '意外险', '节假日加班费', '法定节假日三薪', '餐补', '企业年金', '带薪年假', '年终奖', '零食下午茶', '底薪加提成', '夜班补助', '团建聚餐', '加班补助', '定期体检', '节日福利', '住房补贴', '交通补助', '全勤奖', '五险一金', '生日福利']"
中级python开发工程师,本科,1-3年,华为技术有限公司,东莞,大朗镇,松山湖,"['Python', 'Pandas', 'PyTorch', 'TensorFlow', 'MySQL', 'Spark', 'Hadoop', '团队管理经验', '爬虫经验', '机器学习经验', '大模型', 'pyspark', 'spark']","['五险一金', '年终奖', '加班补助', '员工旅游', '定期体检', '夜班补助', '交通补助', '股票期权', '绩效奖金', '生日福利', '保底工资', '离职补偿', '带薪年假', '节假日加班费', '法定节假日三薪', '团建聚餐', '零食下午茶', '免费班车', '节日福利', '补充医疗保险']"
Java/C++/C/Python/web/Go/测试/安卓,本科,经验不限,东莞华为,东莞,大朗镇,松山湖,"['C语言', 'C++', 'Java']",[]
开发/测试/算法[不限语言],本科,经验不限,西安华为技术有限公司,东莞,,,"['C++', 'Java', 'Spring', 'MySQL', '不接受居家办公', '云计算经验', '微服务经验', '大数据经验', '数据结构', '算法']","['五险一金', '包吃', '加班补助', '全勤奖', '年终奖', '团建聚餐', '定期体检', '交通补助', '餐补', '零食下午茶', '绩效奖金']"
初中级java开发工程师,本科,经验不限,某大型专业猎头服务公司,东莞,,,['Java'],[]
python开发工程师（双休-接受应届）,本科,1-3年,某大型知名计算机软件公司,东莞,,,"['Python', 'PHP', 'Pandas', 'MySQL', 'Spark', '架构设计经验', '分布式经验', '云计算经验']","['保底工资', '节假日加班费', '免费班车', '团建聚餐', '年终奖', '员工旅游', '交通补助', '意外险', '加班补助', '绩效奖金', '带薪年假', '零食下午茶', '法定节假日三薪', '节日福利', '企业年金', '五险一金', '定期体检', '股票期权', '补充医疗保险', '夜班补助']"
人工智能助教,本科,在校/应届,东莞市高洋信息科技,东莞,大朗镇,长盛广场,"['Python', 'PyTorch', 'TensorFlow', 'MySQL', '机器学习经验', '量化交易开发经验']",[]
python开发,本科,3-5年,华为云,东莞,大朗镇,松山湖,"['Python', 'Django', 'Flask', '计算机相关专业', '爬虫经验', '机器学习工程经验']","['五险一金', '夜班补助', '通讯补贴', '带薪年假', '年终奖', '定期体检', '交通补助', '节日福利', '股票期权', '法定节假日三薪', '补充医疗保险', '绩效奖金', '节假日加班费', '零食下午茶', '员工旅游', '加班补助']"
